,alcohol,chlorides,citric acid,density,fixed acidity,free sulfur dioxide,old_index,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
3137,11.1,0.051,0.39,0.9906,6.2,42.0,-1.0,3.23,6,1.3,0.4,135.0,0.25
3138,10.8,0.042,0.43,0.99293,6.9,34.0,-1.0,3.05,6,6.4,0.51,115.0,0.22
3139,9.3,0.045,0.29,0.9965799999999999,6.2,33.0,-1.0,3.18,6,4.3,0.42,126.0,0.19
3142,12.0,0.045,0.5,0.9904,7.8,35.0,-1.0,3.16,6,1.3,0.4,140.0,0.17
3144,8.8,0.039,0.36,0.99946,6.2,37.0,-1.0,3.23,6,17.2,0.43,130.0,0.23
3147,10.4,0.038,0.4,0.9956799999999999,7.2,45.0,-1.0,3.2,6,8.7,0.47,154.0,0.32
3150,14.0,0.027000000000000003,0.47,0.9907,5.8,12.0,-1.0,3.38,6,7.5,0.45,88.0,0.39
3152,13.1,0.035,1.23,0.99018,7.6,51.0,-1.0,3.03,6,4.6,0.43,294.0,0.25
3153,12.3,0.028999999999999998,0.33,0.9899399999999999,5.8,30.0,-1.0,3.25,6,3.7,0.42,88.0,0.29
3154,12.6,0.03,0.38,0.99075,7.2,40.0,-1.0,3.27,6,2.2,0.46,109.0,0.4
3159,10.5,0.042,0.32,0.99456,6.9,30.0,-1.0,3.4,6,7.9,0.39,130.0,0.19
3160,12.9,0.023,0.46,0.98865,6.5,6.0,-1.0,3.15,6,1.0,0.54,80.0,0.34
3164,11.9,0.024,0.36,0.9922200000000001,7.8,20.0,-1.0,3.06,6,4.6,0.66,198.0,0.3
3165,12.0,0.037000000000000005,0.52,0.9902200000000001,6.1,32.0,-1.0,3.24,6,1.4,0.45,123.0,0.68
3166,12.5,0.031,0.37,0.9907600000000001,5.2,42.0,-1.0,3.25,6,6.2,0.41,133.0,0.34
3168,12.5,0.019,0.38,0.98961,6.2,22.0,-1.0,3.05,6,5.1,0.36,82.0,0.19
3169,9.9,0.043,0.26,0.9936,5.7,28.0,-1.0,3.06,6,6.3,0.58,113.0,0.16
3170,10.7,0.036000000000000004,0.46,0.99126,7.6,63.0,-1.0,3.02,6,0.9,0.41,147.0,0.17
3171,12.0,0.048,0.39,0.99044,7.3,24.0,-1.0,2.94,6,2.3,0.35,87.0,0.2
3175,10.3,0.039,0.34,0.9959,7.8,55.0,-1.0,3.02,6,11.9,0.31,140.0,0.21
3178,9.5,0.051,0.35,0.9942200000000001,7.6,23.0,-1.0,3.1,6,4.3,0.44,98.0,0.15
3180,12.3,0.027000000000000003,0.38,0.98926,6.5,31.0,-1.0,3.24,6,1.0,0.36,90.0,0.24
3181,11.9,0.025,0.37,0.99306,8.3,38.0,-1.0,2.93,6,7.9,0.37,107.0,0.16
3185,11.0,0.040999999999999995,0.4,0.9926799999999999,6.5,49.0,-1.0,3.21,6,7.3,0.43,115.0,0.21
3191,11.6,0.037000000000000005,0.44,0.9911,7.6,49.0,-1.0,3.06,6,3.8,0.37,146.0,0.24
3195,10.9,0.037000000000000005,0.42,0.99321,7.0,36.0,-1.0,3.14,6,5.3,0.52,123.0,0.21
3197,12.5,0.027000000000000003,0.44,0.99124,7.9,47.0,-1.0,2.96,6,6.5,0.37,126.0,0.34
3207,10.9,0.045,0.42,0.99234,6.8,24.0,-1.0,3.09,6,1.2,0.87,126.0,0.21
3211,12.0,0.043,0.44,0.9945200000000001,8.2,52.0,-1.0,3.04,6,12.4,0.33,154.0,0.3
3213,10.6,0.040999999999999995,0.45,0.9927,7.5,67.0,-1.0,3.01,6,4.6,0.38,158.0,0.18
3214,12.3,0.033,0.2,0.9900200000000001,5.2,17.0,-1.0,3.34,6,1.7,0.48,74.0,0.335
3215,11.5,0.10400000000000001,0.33,0.9905700000000001,7.1,20.0,-1.0,3.19,6,1.0,0.64,54.0,0.14
3221,12.9,0.034,0.38,0.9938600000000001,6.6,8.0,-1.0,3.1,6,12.75,0.57,74.0,0.24
3222,12.0,0.037000000000000005,0.34,0.9899,6.6,41.0,-1.0,3.01,6,1.1,0.68,115.0,0.16
3224,11.2,0.045,0.28,0.9913,5.7,57.0,-1.0,3.22,6,3.7,0.27,151.0,0.15
3226,9.9,0.046,0.3,0.9927600000000001,5.7,38.0,-1.0,3.34,6,2.5,0.5,125.0,0.2
3227,9.5,0.055,0.37,0.9958600000000001,6.8,52.0,-1.0,3.11,6,8.2,0.52,192.0,0.27
3228,9.4,0.054000000000000006,0.42,0.99556,6.8,58.0,-1.0,3.12,6,7.3,0.49,200.0,0.27
3230,9.4,0.055999999999999994,0.57,0.9954799999999999,6.7,60.0,-1.0,2.96,6,6.6,0.43,150.0,0.13
3231,11.5,0.038,0.37,0.99206,6.8,27.0,-1.0,2.98,6,7.0,0.82,107.0,0.21
3233,11.9,0.035,0.29,0.99364,6.2,21.0,-1.0,3.18,6,11.8,0.34,93.0,0.2
3234,10.4,0.054000000000000006,0.34,0.9933799999999999,6.6,22.0,-1.0,3.26,6,3.0,0.47,141.0,0.25
3236,12.5,0.035,0.39,0.9912299999999999,6.9,44.0,-1.0,3.11,6,6.0,0.33,141.0,0.22
3240,11.0,0.036000000000000004,0.42,0.9908,6.4,29.0,-1.0,3.18,6,1.0,0.52,113.0,0.16
3242,11.6,0.036000000000000004,0.35,0.99119,7.0,42.0,-1.0,3.31,6,1.4,0.62,109.0,0.29
3246,11.5,0.034,0.41,0.99245,6.8,39.0,-1.0,3.18,6,6.7,0.46,116.0,0.22
3247,11.6,0.037000000000000005,0.49,0.99116,7.7,46.0,-1.0,3.04,6,3.8,0.38,139.0,0.27
3250,11.3,0.043,0.45,0.9916200000000001,6.7,52.0,-1.0,3.06,6,4.2,0.54,131.0,0.13
3251,9.9,0.043,0.37,0.9963200000000001,6.7,64.0,-1.0,3.08,6,11.3,0.53,173.0,0.24
3255,9.2,0.045,0.31,0.9986,7.4,39.0,-1.0,3.1,6,14.5,0.5,193.0,0.19
3264,9.6,0.035,0.12,0.9935799999999999,5.9,60.0,-1.0,3.34,6,1.4,0.44,247.0,0.24
3266,11.8,0.03,0.32,0.9940700000000001,8.1,34.0,-1.0,3.11,6,10.5,0.42,105.0,0.24
3267,10.2,0.043,0.2,0.99226,5.8,39.0,-1.0,3.21,6,2.0,0.39,154.0,0.23
3268,12.7,0.051,0.36,0.99097,7.5,26.0,-1.0,3.32,6,2.6,0.53,126.0,0.33
3279,11.4,0.065,0.32,0.99134,7.4,23.0,-1.0,3.06,6,1.4,0.47,140.0,0.16
3281,12.8,0.051,0.3,0.98964,6.5,20.0,-1.0,3.13,6,2.3,0.52,127.0,0.32
3283,9.4,0.184,0.14,0.9939600000000001,6.6,35.0,-1.0,2.93,6,4.4,0.45,168.0,0.2
3284,12.2,0.035,0.25,0.9914799999999999,8.0,38.0,-1.0,2.91,6,6.4,0.23,103.0,0.34
3294,10.1,0.043,0.28,0.9933799999999999,7.3,19.0,-1.0,3.38,6,1.5,0.56,113.0,0.25
3298,11.8,0.039,0.35,0.99056,6.3,43.0,-1.0,3.34,6,2.3,0.44,109.0,0.24
3302,12.3,0.032,0.28,0.99172,6.6,26.0,-1.0,3.13,6,6.7,0.32,91.0,0.24
3308,10.6,0.039,0.28,0.99539,6.4,19.0,-1.0,3.2,6,12.6,0.43,124.0,0.35
3314,9.1,0.057999999999999996,0.38,0.9983299999999999,6.6,66.0,-1.0,3.23,6,9.2,0.54,243.0,0.435
3316,12.0,0.036000000000000004,0.37,0.9894200000000001,5.8,31.0,-1.0,3.16,6,1.1,0.48,96.0,0.18
3317,11.2,0.043,0.32,0.99266,5.6,32.0,-1.0,3.24,6,8.3,0.47,105.0,0.32
3321,12.7,0.04,0.33,0.98934,6.0,15.0,-1.0,3.29,6,4.35,0.5,80.0,0.26
3323,12.0,0.037000000000000005,0.31,0.991,7.1,15.0,-1.0,3.14,6,1.6,0.5,103.0,0.17
3324,11.6,0.047,0.3,0.9915200000000001,6.9,13.0,-1.0,3.16,6,2.0,0.51,117.0,0.17
3329,11.0,0.049,0.34,0.9909100000000001,6.7,36.0,-1.0,3.02,6,1.4,0.5,112.0,0.21
3330,10.1,0.048,0.33,0.99472,6.7,45.0,-1.0,3.11,6,8.1,0.52,176.0,0.23
3331,10.5,0.046,0.32,0.9945200000000001,6.8,47.0,-1.0,3.08,6,8.6,0.52,159.0,0.23
3333,9.9,0.047,0.22,0.9934,5.1,42.0,-1.0,3.18,6,5.7,0.55,146.0,0.165
3334,11.4,0.034,0.25,0.99082,6.6,23.0,-1.0,3.05,6,2.35,0.41,87.0,0.425
3335,9.5,0.048,0.29,0.99784,6.9,52.0,-1.0,3.0,6,13.65,0.6,189.0,0.38
3338,10.9,0.046,0.28,0.99665,7.2,6.0,-1.0,3.17,6,15.2,0.39,41.0,0.27
3339,9.5,0.05,0.27,0.9942200000000001,7.6,23.0,-1.0,3.08,6,4.6,0.47,98.0,0.17
3340,12.6,0.048,0.31,0.9899899999999999,6.2,19.0,-1.0,3.32,6,1.2,0.54,125.0,0.3
3345,10.6,0.057999999999999996,0.24,0.9952,6.8,64.0,-1.0,3.13,6,9.8,0.51,188.0,0.18
3346,10.6,0.057,0.24,0.99519,6.7,64.0,-1.0,3.12,6,10.3,0.5,185.0,0.18
3347,10.8,0.055,0.21,0.99384,6.6,43.0,-1.0,3.15,6,6.7,0.52,157.0,0.16
3349,9.9,0.047,0.27,0.9959600000000001,6.4,26.0,-1.0,3.34,6,9.9,0.5,101.0,0.17
3350,11.3,0.06,0.28,0.9935,7.2,41.0,-1.0,3.08,6,7.2,0.59,132.0,0.22
3351,12.6,0.034,0.28,0.98862,6.0,47.0,-1.0,3.22,6,1.1,0.38,90.0,0.22
3352,12.5,0.034,0.28,0.99151,6.7,29.0,-1.0,2.96,6,8.3,0.39,81.0,0.36
3353,12.4,0.032,0.28,0.9922,6.5,31.0,-1.0,3.02,6,11.25,0.38,87.0,0.43
3355,12.2,0.026000000000000002,0.23,0.9916799999999999,5.3,26.0,-1.0,3.18,6,9.65,0.53,119.0,0.32
3356,10.7,0.048,0.28,0.99556,6.8,54.0,-1.0,3.19,6,12.6,0.37,136.0,0.2
3364,11.5,0.033,0.26,0.98954,6.0,38.0,-1.0,3.14,6,1.1,0.38,67.0,0.2
3366,12.2,0.032,0.21,0.9889,6.2,31.0,-1.0,2.97,6,1.1,0.42,111.0,0.3
3367,13.2,0.033,0.25,0.9879399999999999,6.0,30.0,-1.0,3.08,6,1.4,0.43,114.0,0.29
3368,10.2,0.040999999999999995,0.28,0.9920700000000001,6.6,53.0,-1.0,3.13,6,1.7,0.45,161.0,0.18
3372,11.0,0.051,0.26,0.99336,5.6,51.0,-1.0,3.47,6,5.55,0.5,139.0,0.15
3375,10.2,0.047,0.26,0.997,7.8,38.0,-1.0,3.25,6,9.0,0.53,132.0,0.22
3377,11.4,0.05,0.25,0.99174,7.0,51.0,-1.0,3.0,6,1.8,0.55,189.0,0.4
3383,11.2,0.046,0.32,0.99316,6.4,50.0,-1.0,3.38,6,4.9,0.55,156.0,0.22
3384,10.6,0.044000000000000004,0.3,0.9946,6.8,42.0,-1.0,3.25,6,6.95,0.56,179.0,0.23
3385,11.8,0.037000000000000005,0.31,0.99,6.4,34.0,-1.0,3.06,6,1.9,0.45,126.0,0.32
3388,12.6,0.096,0.35,0.99016,8.8,22.0,-1.0,2.95,6,1.8,0.54,80.0,0.39
3390,12.3,0.026000000000000002,0.3,0.99144,6.9,35.0,-1.0,3.0,6,8.2,0.37,112.0,0.29
3392,12.4,0.036000000000000004,0.26,0.9919,6.7,35.0,-1.0,2.98,6,9.55,0.37,91.0,0.38
3393,12.3,0.03,0.3,0.99192,8.0,35.0,-1.0,2.93,6,8.4,0.42,115.0,0.28
3396,10.6,0.032,0.28,0.9951,7.4,43.0,-1.0,3.1,6,10.2,0.47,138.0,0.29
3397,10.3,0.042,0.29,0.9930399999999999,6.3,44.0,-1.0,3.19,6,5.5,0.47,189.0,0.19
3399,11.1,0.037000000000000005,0.33,0.9926799999999999,5.6,25.0,-1.0,3.25,6,7.4,0.49,95.0,0.32
3400,10.8,0.054000000000000006,0.18,0.99392,7.7,18.0,-1.0,3.12,6,3.3,0.51,143.0,0.46
3404,11.2,0.034,0.28,0.99092,5.8,9.0,-1.0,3.21,6,1.3,0.52,94.0,0.18
3405,10.2,0.037000000000000005,0.32,0.9913700000000001,5.8,14.0,-1.0,3.19,6,1.2,0.5,119.0,0.15
3408,10.2,0.040999999999999995,0.3,0.9964200000000001,7.1,63.0,-1.0,3.12,6,9.9,0.49,192.0,0.32
3411,9.8,0.036000000000000004,0.17,0.9937299999999999,6.0,37.0,-1.0,3.05,6,5.6,0.57,127.0,0.14
3412,10.1,0.042,0.29,0.9958600000000001,6.8,56.0,-1.0,3.11,6,9.5,0.51,157.0,0.24
3413,8.8,0.05,0.48,0.9994200000000001,6.7,31.0,-1.0,2.95,6,14.8,0.75,195.0,0.21
3416,9.8,0.032,0.4,0.9963,7.2,34.0,-1.0,3.1,6,11.6,0.51,214.0,0.37
3424,12.5,0.034,0.27,0.9916,6.4,18.0,-1.0,3.36,6,4.9,0.71,122.0,0.32
3425,9.1,0.047,0.4,0.99945,7.1,47.0,-1.0,3.34,6,14.55,0.78,156.0,0.17
3427,11.2,0.039,0.26,0.99375,5.8,63.0,-1.0,3.33,6,10.05,0.5,162.0,0.24
3431,9.1,0.047,0.39,0.99946,7.1,45.0,-1.0,3.34,6,15.25,0.77,158.0,0.18
3434,12.5,0.076,0.29,0.9913799999999999,8.2,19.0,-1.0,2.95,6,5.2,0.39,92.0,0.34
3435,12.3,0.034,0.28,0.9892799999999999,6.5,26.0,-1.0,3.25,6,1.1,0.33,83.0,0.24
3436,11.4,0.040999999999999995,0.23,0.99246,6.9,20.0,-1.0,3.1,6,7.1,0.85,97.0,0.24
3443,11.4,0.042,0.22,0.9905,6.0,36.0,-1.0,3.24,6,1.6,0.32,106.0,0.16
3446,10.4,0.057,0.3,0.99554,7.3,34.0,-1.0,3.15,6,9.4,0.44,178.0,0.34
3447,9.2,0.044000000000000004,0.29,0.99536,6.0,33.0,-1.0,3.12,6,9.7,0.36,98.0,0.17
3453,11.1,0.038,0.3,0.99266,5.6,23.0,-1.0,3.25,6,6.9,0.49,89.0,0.34
3455,12.2,0.031,0.24,0.98926,7.3,29.0,-1.0,2.9,6,0.9,0.38,86.0,0.23
3459,9.2,0.055999999999999994,0.28,0.9983,7.6,68.0,-1.0,2.99,6,12.0,0.3,143.0,0.22
3460,10.5,0.055,0.4,0.9953200000000001,6.8,41.0,-1.0,2.98,6,9.85,0.56,103.0,0.19
3462,12.9,0.04,0.34,0.99,6.8,38.0,-1.0,3.24,6,2.0,0.45,111.0,0.17
3465,12.9,0.04,0.34,0.99,6.8,41.0,-1.0,3.25,6,1.9,0.45,108.0,0.19
3472,10.5,0.045,0.36,0.99284,6.7,24.0,-1.0,3.3,6,2.0,0.59,131.0,0.16
3474,9.5,0.064,0.19,0.99297,6.5,36.0,-1.0,3.05,6,1.1,0.5,191.0,0.22
3475,9.8,0.06,0.45,0.99711,6.2,22.0,-1.0,3.31,6,10.4,0.56,184.0,0.36
3486,11.7,0.039,0.33,0.9904,6.9,16.0,-1.0,3.07,6,1.2,0.39,98.0,0.28
3488,11.7,0.036000000000000004,0.2,0.9908799999999999,7.8,25.0,-1.0,3.03,6,1.4,0.46,83.0,0.2
3491,11.2,0.057,0.44,0.9915799999999999,8.0,24.0,-1.0,3.09,6,1.0,0.32,111.0,0.2
3494,10.9,0.042,0.36,0.9947299999999999,6.7,42.0,-1.0,3.34,6,8.4,0.52,123.0,0.24
3497,12.0,0.032,1.0,0.9974200000000001,7.7,42.0,-1.0,3.29,6,19.95,0.5,164.0,0.43
3498,10.5,0.052000000000000005,0.36,0.9927299999999999,6.4,18.0,-1.0,3.38,6,2.0,0.53,141.0,0.3
3506,10.9,0.042,0.28,0.99385,7.5,21.0,-1.0,3.36,6,4.9,0.57,155.0,0.33
3509,9.9,0.046,0.25,0.9960600000000001,6.4,66.0,-1.0,3.17,6,10.7,0.55,179.0,0.26
3510,10.5,0.040999999999999995,0.24,0.99508,7.0,75.0,-1.0,2.98,6,11.0,0.56,167.0,0.22
3512,11.0,0.043,0.31,0.9915799999999999,6.3,30.0,-1.0,3.49,6,1.2,0.68,117.0,0.21
3513,13.0,0.032,0.28,0.9932,7.9,13.0,-1.0,2.99,6,12.9,0.43,63.0,0.35
3514,13.6,0.03,0.23,0.99164,7.7,28.0,-1.0,2.93,6,10.8,0.41,95.0,0.38
3524,11.6,0.027999999999999997,0.27,0.9918600000000001,5.3,40.0,-1.0,3.37,6,6.3,0.4,132.0,0.36
3526,12.4,0.024,0.28,0.9898399999999999,8.9,29.0,-1.0,3.01,6,0.8,0.35,128.0,0.27
3527,9.8,0.053,0.29,0.9963,7.6,65.0,-1.0,3.11,6,8.6,0.32,146.0,0.23
3532,11.7,0.036000000000000004,0.46,0.99279,7.2,17.0,-1.0,3.1,6,6.4,0.78,85.0,0.23
3533,10.6,0.045,0.3,0.9970399999999999,6.6,50.0,-1.0,3.14,6,14.7,0.37,136.0,0.22
3536,10.9,0.032,0.28,0.9914,7.2,30.0,-1.0,3.1,6,1.9,0.39,92.0,0.24
3539,12.7,0.031,0.31,0.98892,7.2,27.0,-1.0,3.03,6,1.2,0.33,80.0,0.27
3540,13.0,0.024,0.25,0.98959,7.8,27.0,-1.0,2.98,6,3.4,0.37,99.0,0.28
3541,11.2,0.03,0.27,0.9921200000000001,8.1,43.0,-1.0,3.16,6,4.3,0.33,123.0,0.26
3542,9.4,0.036000000000000004,0.37,0.9957600000000001,6.6,46.0,-1.0,3.2,6,8.5,0.48,153.0,0.23
3543,11.0,0.031,0.2,0.9919,6.0,49.0,-1.0,3.41,6,1.8,0.53,159.0,0.33
3545,9.2,0.039,0.29,1.00037,7.3,69.0,-1.0,3.1,6,19.5,0.48,237.0,0.2
3547,9.2,0.039,0.29,1.00037,7.3,69.0,-1.0,3.1,6,19.9,0.48,237.0,0.2
3548,12.3,0.028999999999999998,0.19,0.992,6.2,24.0,-1.0,3.22,6,8.3,0.45,142.0,0.47
3550,10.0,0.022000000000000002,0.32,0.99218,7.2,48.0,-1.0,3.04,6,1.1,0.67,116.0,0.14
3551,9.0,0.044000000000000004,0.22,0.99855,5.7,39.0,-1.0,3.24,6,16.65,0.48,110.0,0.22
3554,11.1,0.023,0.28,0.9906200000000001,8.1,49.0,-1.0,2.92,6,0.9,0.36,87.0,0.2
3555,9.9,0.042,0.15,0.9936200000000001,5.8,27.0,-1.0,3.06,6,6.1,0.6,123.0,0.14
3560,12.9,0.032,0.28,0.99036,6.6,19.0,-1.0,3.11,6,4.4,0.62,78.0,0.64
3562,12.4,0.027999999999999997,0.34,0.9903,7.6,42.0,-1.0,3.01,6,3.2,0.33,162.0,0.37
3565,11.2,0.036000000000000004,0.27,0.99406,8.0,15.0,-1.0,2.99,6,9.7,0.36,85.0,0.25
3566,12.6,0.028999999999999998,0.28,0.9906,7.6,7.0,-1.0,3.0,6,4.2,0.41,112.0,0.38
3567,11.5,0.031,0.27,0.9908899999999999,6.9,20.0,-1.0,3.12,6,4.2,0.39,80.0,0.26
3573,11.9,0.027000000000000003,0.4,0.9911,7.8,20.0,-1.0,3.15,6,1.6,0.48,87.0,0.31
3574,10.1,0.036000000000000004,0.21,0.9939600000000001,8.1,24.0,-1.0,3.18,6,1.6,0.52,119.0,0.17
3582,12.3,0.037000000000000005,0.32,0.98993,6.3,12.0,-1.0,3.3,6,1.5,0.46,76.0,0.32
3583,10.4,0.040999999999999995,0.3,0.9929,7.7,15.0,-1.0,3.26,6,1.4,0.53,102.0,0.24
3587,9.5,0.042,0.71,0.99784,6.8,21.0,-1.0,2.85,6,17.5,0.5,114.0,0.19
3597,10.8,0.042,0.28,0.99492,6.6,54.0,-1.0,3.18,6,11.8,0.37,137.0,0.19
3599,9.4,0.053,0.38,0.99787,6.6,49.0,-1.0,3.3,6,9.7,0.57,226.0,0.39
3600,9.9,0.049,0.3,0.99654,6.8,32.0,-1.0,3.2,6,12.9,0.35,88.0,0.12
3602,10.4,0.038,0.24,0.9952,6.6,28.0,-1.0,3.35,6,7.2,0.6,137.0,0.26
3604,12.5,0.017,0.23,0.9892,7.4,31.0,-1.0,2.93,6,1.9,0.36,69.0,0.36
3607,11.2,0.047,0.18,0.99164,6.8,30.0,-1.0,3.27,6,1.4,0.54,90.0,0.14
3608,9.2,0.044000000000000004,0.25,0.998,7.0,27.0,-1.0,2.91,6,14.3,0.46,149.0,0.16
3612,10.8,0.046,0.18,0.99226,6.8,31.0,-1.0,3.27,6,1.8,0.55,114.0,0.16
3615,12.5,0.037000000000000005,0.3,0.9891399999999999,7.2,11.0,-1.0,2.96,6,1.2,0.36,95.0,0.24
3619,10.6,0.031,0.28,1.00295,6.8,27.0,-1.0,3.06,6,26.05,0.42,122.0,0.45
3628,9.5,0.11699999999999999,0.2,0.99459,6.4,57.0,-1.0,3.24,6,5.3,0.43,181.0,0.38
3629,9.5,0.11800000000000001,0.2,0.9946,6.4,61.0,-1.0,3.24,6,5.7,0.43,172.0,0.36
3630,10.8,0.036000000000000004,0.25,0.9936200000000001,6.6,21.0,-1.0,3.06,6,8.0,0.38,124.0,0.3
3632,8.8,0.045,0.51,0.99966,6.5,34.0,-1.0,3.2,6,17.6,0.47,125.0,0.21
3635,12.4,0.02,0.0,0.98918,5.8,33.0,-1.0,3.29,6,1.5,0.38,96.0,0.58
3639,10.0,0.017,0.32,0.9934799999999999,6.7,32.0,-1.0,3.12,6,3.7,0.44,99.0,0.13
3640,11.0,0.047,0.33,0.9928299999999999,6.8,42.0,-1.0,3.12,6,4.9,0.56,130.0,0.19
3641,10.5,0.052000000000000005,0.4,0.99398,6.0,56.0,-1.0,3.16,6,5.7,0.88,152.0,0.25
3645,11.3,0.039,0.28,0.99165,5.9,50.0,-1.0,3.16,6,5.1,0.44,139.0,0.18
3649,12.3,0.035,0.37,0.9905799999999999,7.0,34.0,-1.0,3.26,6,1.6,0.47,126.0,0.29
3651,8.8,0.06,0.17,0.99916,6.3,51.0,-1.0,3.13,6,17.75,0.48,190.0,0.32
3652,9.5,0.036000000000000004,0.33,0.99306,6.6,17.0,-1.0,3.27,6,1.4,0.61,109.0,0.085
3654,10.4,0.047,0.32,0.99498,6.8,17.0,-1.0,3.42,6,7.2,0.44,109.0,0.18
3661,10.0,0.049,0.39,0.99346,6.7,26.0,-1.0,3.5,6,1.2,0.47,152.0,0.22
3663,12.4,0.034,0.31,0.98944,6.5,59.0,-1.0,3.16,6,1.3,0.54,145.0,0.26
3670,9.4,0.044000000000000004,0.18,0.99655,6.2,61.0,-1.0,3.14,6,11.6,0.52,155.0,0.21
3675,10.4,0.049,0.19,0.992,5.6,42.0,-1.0,3.25,6,2.4,0.43,166.0,0.25
3677,12.2,0.032,0.58,0.99275,6.9,29.0,-1.0,3.28,6,8.2,0.44,169.0,0.58
3680,10.2,0.044000000000000004,0.41,0.9974200000000001,6.8,79.5,-1.0,3.24,6,12.9,0.78,183.0,0.15
3688,12.5,0.04,0.35,0.9912799999999999,7.1,41.0,-1.0,3.32,6,2.5,0.56,186.0,0.21
3691,11.4,0.027000000000000003,0.26,0.9931,7.4,23.0,-1.0,2.98,6,8.8,0.41,112.0,0.22
3695,11.0,0.053,0.4,0.9911200000000001,6.4,61.0,-1.0,3.17,6,1.3,0.68,146.0,0.15
3697,10.2,0.044000000000000004,0.41,0.9974200000000001,6.8,79.5,-1.0,3.24,6,12.9,0.78,182.0,0.15
3698,11.6,0.036000000000000004,0.34,0.98961,6.3,32.0,-1.0,3.06,6,1.2,0.74,96.0,0.22
3702,9.1,0.05,0.31,0.99884,7.5,26.0,-1.0,3.05,6,13.1,0.53,180.0,0.24
3706,11.7,0.037000000000000005,0.34,0.98949,6.6,45.0,-1.0,2.96,6,1.0,0.5,79.0,0.15
3707,12.6,0.040999999999999995,0.43,0.9901399999999999,6.7,29.0,-1.0,3.23,6,1.6,0.44,114.0,0.34
3715,9.1,0.036000000000000004,0.38,0.9971200000000001,6.5,20.0,-1.0,3.47,6,7.4,0.48,196.0,0.35
3717,9.2,0.053,0.24,0.9937299999999999,6.3,20.0,-1.0,3.11,6,3.4,0.52,119.0,0.18
3724,11.3,0.051,0.33,0.9904799999999999,5.4,29.0,-1.0,3.37,6,1.2,0.66,122.0,0.255
3725,12.1,0.027999999999999997,0.28,0.99254,6.6,13.0,-1.0,3.17,6,9.4,0.34,121.0,0.26
3730,9.0,0.035,0.2,1.00022,6.2,58.0,-1.0,3.11,6,20.8,0.53,184.0,0.22
3731,11.6,0.040999999999999995,0.26,0.99382,7.0,51.0,-1.0,3.08,6,10.3,0.35,166.0,0.34
3733,12.5,0.028999999999999998,0.34,0.98954,6.5,39.0,-1.0,3.21,6,1.6,0.68,116.0,0.19
3735,13.4,0.16,0.46,0.9884,6.1,34.0,-1.0,3.19,6,1.8,0.33,74.0,0.22
3738,10.2,0.034,0.18,0.99174,5.6,18.0,-1.0,3.32,6,1.4,0.35,135.0,0.26
3747,9.0,0.07,0.3,0.99654,6.8,67.0,-1.0,2.89,6,10.6,0.42,194.0,0.22
3749,11.0,0.051,0.29,0.99374,6.3,40.0,-1.0,3.43,6,6.8,0.59,143.0,0.28
3755,11.0,0.015,0.32,0.9927799999999999,7.8,47.0,-1.0,2.99,6,7.4,0.39,124.0,0.19
3760,11.0,0.016,0.32,0.9918600000000001,7.8,31.0,-1.0,2.99,6,5.0,0.39,101.0,0.2
3768,10.6,0.035,0.29,0.99567,6.3,53.0,-1.0,3.17,6,13.7,0.38,134.0,0.24
3771,10.2,0.042,0.28,0.9953200000000001,6.1,61.0,-1.0,3.14,6,9.8,0.42,125.0,0.27
3775,12.2,0.018000000000000002,0.28,0.9912200000000001,6.5,41.0,-1.0,3.24,6,6.1,0.32,103.0,0.33
3781,10.8,0.02,0.29,0.9933799999999999,7.4,31.0,-1.0,3.13,6,6.8,0.29,113.0,0.25
3782,11.0,0.018000000000000002,0.3,0.9938,7.6,23.0,-1.0,3.08,6,9.2,0.29,96.0,0.27
3784,10.1,0.064,0.27,0.9977600000000001,6.5,29.0,-1.0,3.2,6,17.4,0.49,140.0,0.25
3789,9.5,0.047,0.52,0.99541,6.6,52.0,-1.0,3.16,6,8.2,0.47,191.0,0.26
3792,10.4,0.043,0.3,0.99524,6.8,53.0,-1.0,3.03,6,11.8,0.58,133.0,0.25
3793,9.9,0.049,0.26,0.9961,6.3,63.0,-1.0,3.14,6,12.0,0.55,170.0,0.32
3796,9.4,0.055999999999999994,0.29,0.99702,6.6,33.0,-1.0,3.17,6,13.9,0.39,95.0,0.13
3801,11.0,0.033,0.3,0.9910899999999999,8.3,20.0,-1.0,3.02,6,1.1,0.51,57.0,0.18
3803,10.8,0.042,0.34,0.9927799999999999,7.2,16.0,-1.0,2.99,6,6.4,0.4,111.0,0.17
3808,10.2,0.042,0.62,0.9935799999999999,6.9,7.0,-1.0,2.96,6,6.3,0.59,109.0,0.21
3817,11.3,0.036000000000000004,0.24,0.9918600000000001,6.3,43.0,-1.0,3.24,6,5.1,0.44,131.0,0.4
3818,11.5,0.034,0.26,0.9918799999999999,5.1,36.0,-1.0,3.38,6,6.8,0.4,120.0,0.35
3821,10.4,0.042,0.28,0.9952200000000001,6.9,52.0,-1.0,3.03,6,12.2,0.56,139.0,0.28
3822,12.5,0.033,0.28,0.9917600000000001,7.0,39.0,-1.0,3.17,6,5.7,0.64,204.0,0.33
3825,13.0,0.034,0.21,0.99016,6.7,12.0,-1.0,3.26,6,4.0,0.54,88.0,0.46
3833,9.7,0.057999999999999996,0.29,0.9978,7.0,45.0,-1.0,3.15,6,16.4,0.37,110.0,0.15
